longitud,latitud,nombre
-6.36807,39.474648,2
-6.367718,39.474939,2
-6.367707,39.474968,20A
-6.367701,39.475584,21
-6.367752,39.47564,23
-6.367624,39.475135,24
-6.367471,39.475308,26
-6.36736,39.475313,28
-6.367961,39.474767,3
-6.368042,39.47467,4
-6.367917,39.474818,5
-6.367989,39.474712,6
-6.367854,39.474884,7
-6.367947,39.474758,8
-6.367787,39.474947,9
-6.364891,39.483609,1
-6.364494,39.48343,11
-6.364466,39.483329,13
-6.3644,39.483285,15
-6.364333,39.483241,17
-6.364279,39.483204,19
-6.364211,39.483159,21
-6.364152,39.483119,23
-6.364827,39.483568,3
-6.364772,39.483531,5
-6.364711,39.48349,7
-6.364647,39.483448,9
-6.374539,39.462444,2
-6.374806,39.462429,4
-6.374592,39.475831,1
-6.374651,39.475765,12
-6.374268,39.476192,2
-6.374385,39.476068,4
-6.374449,39.475996,6
-6.374531,39.475901,8
-6.370279,39.471225,1
-6.370195,39.470941,1
-6.370066,39.470885,11
-6.370183,39.470808,12
-6.37007,39.470791,13
-6.370174,39.470746,14
-6.370077,39.470728,15
-6.37008,39.470641,17
-6.370218,39.47054,18
-6.370085,39.470594,19
-6.370557,39.471338,2
-6.370093,39.470496,21
-6.370199,39.471172,3
-6.370121,39.471124,5
-6.370311,39.471103,6
-6.370032,39.471017,7
-6.370265,39.471088,8
-6.370063,39.470959,9
-6.370758,39.477578,1
-6.371271,39.477675,1
-6.371103,39.477618,11
-6.371371,39.477683,12
-6.371479,39.477695,14
-6.371628,39.477663,15
-6.371581,39.477711,16
-6.371903,39.47768,17
-6.371683,39.477727,18
-6.372103,39.477797,19
-6.370901,39.47765,2
-6.371816,39.477753,2
-6.372326,39.477963,21
-6.371899,39.477772,22
-6.372521,39.478124,23
-6.371982,39.477805,24
-6.372603,39.478188,25
-6.372684,39.478252,27
-6.372218,39.477955,28
-6.370725,39.477644,2A
-6.37081,39.477572,3
-6.372334,39.478048,3
-6.372424,39.478176,32
-6.372519,39.478251,34
-6.373665,39.479074,35
-6.372635,39.478327,36
-6.373816,39.479174,37
-6.373938,39.479221,37A
-6.370852,39.477577,3B
-6.370961,39.477655,4
-6.37423,39.479297,41
-6.372799,39.478444,42
-6.374326,39.479322,43
-6.37268,39.47867,44
-6.374355,39.47933,45
-6.372946,39.478553,46
-6.374387,39.479339,47
-6.373015,39.478615,48
-6.370878,39.477581,5
-6.373697,39.479206,5
-6.374507,39.47936,51
-6.374066,39.479311,52
-6.3742,39.479351,56
-6.374318,39.479385,58
-6.370907,39.477586,5A
-6.371065,39.477661,6
-6.374442,39.479431,6
-6.374477,39.479435,62
-6.374506,39.479416,62A
-6.370948,39.477594,7
-6.371147,39.477666,8
-6.371012,39.477605,9
-6.36601,39.473077,1
-6.3661,39.473116,12
-6.366196,39.473157,14
-6.366306,39.473202,16
-6.365861,39.472811,2
-6.365854,39.47289,4
-6.365832,39.472978,6
-6.365875,39.47302,8
-6.368887,39.472099,11
-6.368933,39.472116,13
-6.368863,39.472262,13C
-6.368981,39.472131,15
-6.369015,39.472143,17B
-6.369484,39.471862,18
-6.369124,39.472123,19
-6.369192,39.472057,21
-6.369254,39.471999,21A
-6.368711,39.472616,5
-6.368738,39.472596,7
-6.368828,39.472528,7A
-6.368835,39.472401,9
-6.368833,39.47233,9B
-6.375255,39.472278,1
-6.375474,39.472502,1
-6.375502,39.472527,10A
-6.37555,39.472505,11
-6.375553,39.472565,12
-6.375592,39.472547,13
-6.375262,39.472345,2
-6.375294,39.472309,3
-6.375352,39.472414,4
-6.375335,39.47234,5
-6.375398,39.472448,6
-6.375415,39.472401,7
-6.375429,39.472471,8
-6.375432,39.472415,9
-6.377894,39.466279,1
-6.377645,39.465846,1
-6.377534,39.465723,12
-6.37733,39.465366,14
-6.377162,39.465198,16
-6.377038,39.465059,18
-6.377994,39.466233,2
-6.3769,39.46491,2
-6.37784,39.466221,3
-6.377904,39.466132,4
-6.377451,39.465778,5
-6.377828,39.466044,6
-6.3772,39.465508,7
-6.37772,39.465925,8
-6.41481,39.490329,1
-6.415494,39.491925,12
-6.412222,39.484305,2
-6.412794,39.485379,4
-6.413893,39.488442,549
-6.408152,39.47986,551
-6.413161,39.486919,6
-6.414301,39.48902,8
-6.377765,39.466575,1
-6.377848,39.466784,2
-6.377935,39.4665,3
-6.378299,39.466549,4
-6.378582,39.466559,6
-6.378268,39.466335,7
-6.378772,39.466475,8
-6.378432,39.46612,9
-6.378591,39.466104,9A
-6.381222,39.46851,1
-6.381819,39.46792,1
-6.382192,39.467203,11
-6.382089,39.467527,12
-6.382334,39.467007,13
-6.382183,39.467395,14
-6.382434,39.466876,15
-6.382275,39.467272,16
-6.382495,39.466795,17
-6.382347,39.467175,18
-6.382573,39.466689,19
-6.381398,39.468484,2
-6.382465,39.467082,2
-6.382652,39.466587,21
-6.382529,39.466932,22
-6.382728,39.466484,23
-6.382573,39.466875,24
-6.383257,39.465652,25
-6.383451,39.465724,26
-6.383638,39.465467,28
-6.381302,39.468396,3
-6.38394,39.465075,3
-6.384023,39.464948,32
-6.384266,39.464621,34
-6.384206,39.464382,39
-6.381463,39.468396,4
-6.381363,39.468312,5
-6.383993,39.462848,51
-6.381707,39.468075,6
-6.381776,39.467975,8
-6.375848,39.465581,2
-6.375581,39.465552,4
-6.375897,39.47512,1
-6.375633,39.475001,3
-6.375351,39.474995,4
-6.375428,39.475008,4A
-6.375402,39.475004,4B
-6.375724,39.475016,5
-6.375487,39.475018,6
-6.375788,39.475028,7
-6.375756,39.475022,7A
-6.375562,39.47503,8
-6.37194,39.471508,1
-6.372675,39.470948,12
-6.372022,39.471481,2
-6.372201,39.471285,3
-6.372222,39.471302,4
-6.372291,39.471214,5
-6.372278,39.471258,6
-6.37235,39.471164,7
-6.372309,39.471725,1
-6.372396,39.47173,2
-6.372242,39.471715,3
-6.37229,39.471711,4
-6.372219,39.471711,5
-6.372188,39.471706,5A
-6.372172,39.471689,6
-6.372145,39.471685,6A
-6.372107,39.471695,7
-6.372065,39.471669,8
-6.366043,39.483221,1
-6.365882,39.483365,3
-6.365697,39.483533,5
-6.365608,39.483562,6
-6.374149,39.470004,1
-6.373983,39.47,2
-6.37398,39.470319,4
-6.368198,39.474599,1
-6.368105,39.474824,1
-6.368011,39.47493,10B
-6.368092,39.474897,12
-6.367976,39.474927,14
-6.368061,39.474964,14A
-6.368103,39.475018,16
-6.368344,39.475682,17
-6.368068,39.47511,18
-6.368295,39.475703,19
-6.368289,39.474438,2
-6.368049,39.475168,2
-6.368037,39.475214,20A
-6.368219,39.475702,21
-6.368018,39.475273,22
-6.368027,39.475242,22A
-6.368177,39.475701,23
-6.367811,39.475379,24
-6.367738,39.475743,25
-6.367697,39.475803,25A
-6.367836,39.475426,26
-6.367663,39.475894,27
-6.367915,39.475527,28
-6.367603,39.476051,29
-6.367632,39.475973,29A
-6.367858,39.475608,3
-6.367551,39.476196,31
-6.36749,39.476351,31A
-6.367466,39.476416,33
-6.36742,39.476508,35
-6.367712,39.47567,36
-6.367538,39.475607,36A
-6.367467,39.475599,38
-6.368201,39.474517,4
-6.367472,39.475631,4
-6.367542,39.475664,42
-6.367302,39.476749,43
-6.367657,39.475795,44
-6.367249,39.476895,45
-6.367194,39.47689,46
-6.3672,39.477069,47
-6.368128,39.474755,5
-6.368186,39.474562,6
-6.368126,39.474828,7
-6.368111,39.474761,8
-6.378261,39.479027,1
-6.378717,39.478809,1
-6.378726,39.478726,11
-6.378779,39.478768,12
-6.378821,39.478667,13
-6.378891,39.478697,14
-6.378877,39.478628,15
-6.378944,39.478661,16
-6.378918,39.478603,17
-6.378979,39.478563,19
-6.378352,39.479043,2
-6.378442,39.47898,4
-6.378564,39.478903,6
-6.378582,39.47882,7
-6.378652,39.47885,8
-6.37867,39.478763,9
-6.370016,39.474818,1
-6.36987,39.474986,2
-6.369974,39.474875,3
-6.369832,39.475029,4
-6.369751,39.475117,6
-6.369466,39.480603,1
-6.369137,39.480895,11
-6.368939,39.481079,13
-6.368919,39.481097,15
-6.368784,39.481216,17
-6.368766,39.481236,19
-6.36864,39.481352,21
-6.368608,39.481377,23
-6.369446,39.480621,3
-6.369313,39.480735,5
-6.369294,39.480753,7
-6.369159,39.480877,9
-6.378502,39.478647,1
-6.378585,39.478592,12
-6.378647,39.478554,14
-6.378792,39.478461,18
-6.378819,39.47844,2
-6.378922,39.478378,20A
-6.378236,39.478821,4
-6.378312,39.478765,6
-6.37841,39.478705,8
-6.371371,39.471961,1
-6.370841,39.47185,1
-6.370759,39.471889,11
-6.370745,39.471836,12
-6.37071,39.47189,13
-6.370675,39.471721,14
-6.370678,39.471872,15
-6.371222,39.471908,2
-6.371222,39.47193,3
-6.371159,39.471895,4
-6.371028,39.471895,5
-6.371118,39.471885,6
-6.370898,39.47189,7
-6.370952,39.47186,8
-6.370813,39.471891,9
-6.377313,39.477293,1
-6.377358,39.477324,12
-6.377411,39.477353,14
-6.377481,39.477401,16
-6.377521,39.477397,18
-6.377574,39.477433,2
-6.377621,39.477464,22
-6.376992,39.476966,3
-6.376869,39.476958,4
-6.377063,39.477013,5
-6.377221,39.477217,6
-6.377275,39.477247,8
-6.305624,39.464249,39
-6.368809,39.461813,1
-6.36919,39.461712,3
-6.366591,39.473062,1
-6.366371,39.47351,11
-6.36632,39.473583,13
-6.366273,39.473556,14
-6.366261,39.473666,15
-6.366174,39.473696,16
-6.366202,39.473747,17
-6.366122,39.473768,18
-6.366163,39.473804,19
-6.366532,39.473033,2
-6.366599,39.473131,3
-6.366541,39.473145,4
-6.366596,39.473177,5
-6.366504,39.473232,6
-6.3665,39.47333,7
-6.366427,39.473337,8
-6.366414,39.473453,9
-6.372296,39.476516,1
-6.372584,39.476658,1
-6.372748,39.476705,11
-6.372656,39.476692,12
-6.372901,39.476777,13
-6.372714,39.476719,14
-6.373045,39.476852,15
-6.372792,39.476752,16
-6.372885,39.476796,18
-6.372858,39.476782,18A
-6.372233,39.476526,2
-6.372936,39.476817,2
-6.37299,39.476844,20A
-6.373023,39.476858,22
-6.373062,39.476877,24
-6.373119,39.476906,26
-6.373167,39.476933,28
-6.372489,39.476587,3
-6.373203,39.476958,3
-6.372351,39.476569,4
-6.372526,39.476602,5
-6.372399,39.476586,6
-6.372621,39.476647,7
-6.372484,39.476617,8
-6.372716,39.476692,9
-6.376853,39.457675,1
-6.376907,39.457668,3
-6.376964,39.45766,5
-6.377013,39.457652,7
-6.438089,39.459064,53
-6.463657,39.459158,55
-6.376675,39.457958,1
-6.376724,39.457951,12
-6.376445,39.45799,2
-6.376499,39.457981,4
-6.376553,39.457974,6
-6.376619,39.457964,8
-6.372284,39.478875,1
-6.372805,39.479336,1
-6.37299,39.479477,12
-6.372255,39.478942,2
-6.372445,39.478955,3
-6.372332,39.478976,4
-6.372609,39.479036,5
-6.372404,39.479016,6
-6.372652,39.479196,8
-6.380944,39.473066,1
-6.381036,39.473136,2
-6.381062,39.472895,3
-6.381272,39.472864,4
-6.372669,39.458451,1
-6.373886,39.458679,12
-6.371992,39.45852,4
-6.372186,39.45842,6
-6.372423,39.458432,8
-6.367409,39.471867,1
-6.367346,39.471924,12
-6.367291,39.471975,14
-6.367227,39.47203,16
-6.367165,39.472087,18
-6.366863,39.472477,2
-6.367647,39.471664,4
-6.367584,39.471716,6
-6.367534,39.471757,8
-6.378035,39.476697,1
-6.378339,39.476448,1
-6.378304,39.476377,11
-6.378412,39.476363,12
-6.378366,39.476307,13
-6.378477,39.476286,14
-6.378427,39.476234,15
-6.378533,39.47622,16
-6.378092,39.47674,2
-6.37809,39.476629,3
-6.378149,39.476677,4
-6.378114,39.476603,5
-6.378202,39.476613,6
-6.378177,39.476529,7
-6.378278,39.47652,8
-6.378237,39.47646,9
-6.381425,39.471794,1
-6.381707,39.472457,1
-6.381823,39.47272,12
-6.381844,39.473555,16
-6.380721,39.471678,2
-6.382141,39.472394,3
-6.380873,39.471801,4
-6.368981,39.475755,1
-6.368786,39.475864,1
-6.368627,39.476024,11
-6.368729,39.475907,12
-6.368551,39.476081,13
-6.368654,39.475963,14
-6.368499,39.476131,15
-6.36857,39.476026,16
-6.368381,39.476216,17
-6.36851,39.476076,18
-6.368342,39.476271,19
-6.368319,39.476297,19A
-6.368981,39.47573,2
-6.368433,39.476142,2
-6.36826,39.476364,21
-6.368236,39.476393,21A
-6.368376,39.476192,22
-6.368169,39.47645,23
-6.368345,39.476221,24
-6.368149,39.476466,25
-6.368132,39.476479,25A
-6.36831,39.476252,26
-6.368104,39.476503,27
-6.368266,39.476296,28
-6.368047,39.476551,29
-6.368864,39.47584,3
-6.368217,39.476341,3
-6.367976,39.476612,31
-6.36816,39.476402,32
-6.367917,39.476659,33
-6.36807,39.476485,34
-6.367875,39.476694,35
-6.36801,39.476532,36
-6.367831,39.476727,37
-6.367945,39.476586,38
-6.36891,39.475778,4
-6.367905,39.476617,4
-6.367847,39.476667,42
-6.367766,39.476735,44
-6.3677,39.476787,46
-6.367567,39.476905,48
-6.368789,39.475897,5
-6.367357,39.477086,52
-6.367329,39.477112,52A
-6.368868,39.475804,6
-6.368744,39.475934,7
-6.368831,39.475832,8
-6.368663,39.475996,9
-6.377449,39.477849,1
-6.377755,39.4781,1
-6.377789,39.478065,11
-6.377856,39.478107,13
-6.37792,39.478145,15
-6.377422,39.477896,2
-6.377503,39.477886,3
-6.377523,39.477958,4
-6.377564,39.477922,5
-6.377614,39.478013,6
-6.377652,39.477978,7
-6.377657,39.47804,8
-6.37769,39.478061,8A
-6.377714,39.478017,9
-6.379248,39.472346,1
-6.379924,39.472184,1
-6.380763,39.471191,11
-6.380035,39.472102,12
-6.380105,39.47205,14
-6.380483,39.471766,16
-6.381073,39.471325,18
-6.381978,39.470639,2
-6.382598,39.470205,22
-6.382989,39.469873,24
-6.38217,39.470149,27
-6.38421,39.469326,28
-6.382495,39.469705,29
-6.379417,39.472216,3
-6.382875,39.469614,31
-6.384445,39.468862,32
-6.383412,39.469157,33
-6.38356,39.469046,35
-6.383792,39.468876,37
-6.385315,39.468231,38
-6.3839,39.468801,39
-6.385423,39.468155,4
-6.385037,39.467977,41
-6.38581,39.467858,42
-6.38554,39.467484,43
-6.37983,39.471896,5
-6.379724,39.472337,6
-6.380095,39.471701,7
-6.379821,39.472263,8
-6.380279,39.471569,9
-6.377591,39.479454,1
-6.377619,39.479508,2
-6.377632,39.479428,3
-6.377757,39.479423,4
-6.377728,39.479441,4A
-6.377669,39.479402,5
-6.378107,39.479195,6
-6.377766,39.479342,7
-6.377963,39.479135,9
-6.376192,39.471655,1
-6.37608,39.470884,1
-6.375457,39.470764,11
-6.375896,39.470747,12
-6.375294,39.470647,13
-6.375649,39.470354,14
-6.375233,39.4706,15
-6.374951,39.47004,16
-6.375006,39.470432,17
-6.374822,39.469945,18
-6.374647,39.470163,19
-6.376581,39.471254,2
-6.374724,39.469873,2
-6.374522,39.47007,21
-6.374604,39.46978,22
-6.374419,39.469994,23
-6.37445,39.469621,24
-6.374069,39.469751,25
-6.374338,39.469541,26
-6.373946,39.469665,27
-6.374156,39.469454,28
-6.376108,39.471254,3
-6.376527,39.471215,4
-6.376506,39.471199,4A
-6.376469,39.471169,4B
-6.375859,39.471067,5
-6.376343,39.471078,6
-6.375704,39.470952,7
-6.376244,39.471002,8
-6.375585,39.470865,9
-6.375274,39.469746,1
-6.374807,39.469321,1
-6.374749,39.469278,12
-6.374593,39.469159,14
-6.375114,39.46963,3
-6.375172,39.469597,4
-6.374952,39.46951,5
-6.375011,39.469475,6
-6.374924,39.469408,8
-6.377716,39.475699,1
-6.377655,39.475678,1A
-6.377677,39.475678,1B
-6.378288,39.476019,2
-6.378056,39.475851,3
-6.37811,39.475875,3A
-6.378418,39.476074,4
-6.378486,39.476032,5
-6.378452,39.476088,6
-6.378525,39.476052,7
-6.37725,39.476183,2
-6.37759,39.476402,4
-6.370402,39.47598,1
-6.369694,39.47555,1
-6.370249,39.475805,2
-6.369866,39.47569,4
-6.369822,39.475669,4A
-6.369758,39.475629,6
-6.369865,39.475706,7
-6.369744,39.475591,8
-6.36935,39.481185,1
-6.36919,39.481251,1
-6.369166,39.481272,12
-6.369037,39.481392,14
-6.369013,39.481412,16
-6.368889,39.481524,18
-6.369569,39.480911,2
-6.368866,39.481545,2
-6.369553,39.480929,4
-6.369407,39.481056,6
-6.369381,39.481078,8
-6.366115,39.483064,1
-6.3663,39.483186,3
-6.36648,39.483306,5
-6.375115,39.462592,1
-6.375346,39.462291,1
-6.374944,39.461329,11
-6.375303,39.461897,12
-6.374842,39.460548,13
-6.375295,39.461749,14
-6.374848,39.460402,15
-6.375256,39.461323,16
-6.374856,39.460256,17
-6.375219,39.459808,18
-6.374865,39.460119,19
-6.375139,39.463697,2
-6.374868,39.459975,21
-6.37488,39.459832,23
-6.3755,39.459095,24
-6.374883,39.459688,25
-6.375283,39.458422,26
-6.374941,39.4594,27
-6.375273,39.45838,28
-6.374964,39.45926,29
-6.375098,39.462367,3
-6.375266,39.458337,3
-6.374983,39.459118,31
-6.375256,39.458297,32
-6.375003,39.458977,33
-6.375248,39.458257,34
-6.37502,39.458843,35
-6.375237,39.458216,36
-6.37504,39.458707,37
-6.375228,39.458176,38
-6.374987,39.458363,39
-6.375218,39.458133,4
-6.374974,39.458225,41
-6.375211,39.458095,42
-6.374968,39.458002,43
-6.375139,39.457808,44
-6.37513,39.457767,46
-6.37512,39.457725,48
-6.375074,39.462122,5
-6.37511,39.457681,5
-6.375101,39.457644,52
-6.37504,39.457382,54
-6.375033,39.457342,56
-6.375022,39.457297,58
-6.375394,39.462643,6
-6.375015,39.45726,6
-6.375004,39.457216,62
-6.37502,39.461661,7
-6.375411,39.462427,8
-6.37498,39.461505,9
-6.379368,39.480549,2
-6.379391,39.480484,3
-6.379406,39.480535,4
-6.379756,39.480406,6
-6.379778,39.480336,7
-6.379806,39.480391,8
-6.374504,39.462263,2
-6.374789,39.462246,4
-6.374497,39.471965,1
-6.374476,39.471949,10A
-6.372725,39.470737,11
-6.37444,39.471919,12
-6.372104,39.470538,13
-6.374355,39.471851,14
-6.371664,39.470394,15
-6.374267,39.471784,16
-6.374219,39.471746,18
-6.374736,39.472151,2
-6.374167,39.471707,2
-6.374088,39.471646,22
-6.371424,39.47031,25
-6.374007,39.471582,26
-6.371363,39.470288,27
-6.373902,39.471499,28
-6.371288,39.470262,29
-6.37121,39.470239,31
-6.373746,39.471369,32
-6.371132,39.470222,33
-6.37364,39.471285,34
-6.371101,39.470211,35
-6.373389,39.471091,36
-6.370969,39.470165,37
-6.373131,39.470892,38
-6.370816,39.470113,39
-6.370754,39.470094,39A
-6.370708,39.470079,39B
-6.374613,39.472054,4
-6.372546,39.470611,42
-6.372395,39.470561,44
-6.372193,39.470498,46
-6.371948,39.470417,48
-6.371716,39.47034,5
-6.371564,39.470289,52
-6.371412,39.470241,54
-6.371256,39.47019,56
-6.373341,39.471185,7
-6.373044,39.47096,9
-6.374107,39.476393,1
-6.374306,39.476634,11
-6.374168,39.476566,12
-6.374337,39.476726,13
-6.374112,39.476705,14
-6.37436,39.476811,15
-6.3744,39.477305,16
-6.374375,39.476853,17
-6.374493,39.477431,18
-6.3744,39.476931,19
-6.373675,39.475827,2
-6.37456,39.477527,2
-6.374418,39.476998,21
-6.374623,39.477616,22
-6.374466,39.477133,23
-6.374729,39.477757,24
-6.374486,39.477194,25
-6.374775,39.477816,26
-6.374509,39.477277,27
-6.374521,39.477314,27A
-6.374838,39.477903,28
-6.374225,39.476387,3
-6.373795,39.475964,4
-6.374246,39.476448,5
-6.373895,39.476102,6
-6.374262,39.476497,7
-6.374007,39.476255,8
-6.374277,39.47655,9
-6.369484,39.471672,1
-6.369626,39.471061,1
-6.369636,39.470513,11
-6.369204,39.470886,11A
-6.369219,39.470835,11B
-6.369648,39.470997,12
-6.369748,39.470246,13
-6.369674,39.470928,14
-6.369693,39.470874,16
-6.369708,39.470828,16A
-6.36974,39.470761,18
-6.36977,39.47071,2
-6.369798,39.470664,22
-6.369831,39.470612,24
-6.369866,39.470548,26
-6.369898,39.470497,28
-6.369518,39.471607,3
-6.369917,39.470467,3
-6.369591,39.471531,5
-6.369632,39.471225,6
-6.369508,39.471302,7
-6.369623,39.471138,8
-6.369486,39.471069,9
-6.381354,39.472562,1
-6.381156,39.472686,2
-6.374999,39.457008,1
-6.375291,39.457015,11
-6.375062,39.456997,3
-6.375106,39.45699,5
-6.375167,39.456983,7
-6.375235,39.457023,9
-6.373076,39.459805,1
-6.372847,39.459532,1
-6.372811,39.459553,11
-6.372955,39.459263,12
-6.372783,39.459522,13
-6.372965,39.459186,14
-6.372775,39.459483,15
-6.372972,39.459126,16
-6.372904,39.459031,17
-6.372985,39.459058,18
-6.372905,39.458742,19
-6.373083,39.459765,2
-6.372993,39.458998,2
-6.372928,39.458564,21
-6.373003,39.458937,22
-6.373013,39.45887,24
-6.373019,39.458811,26
-6.37303,39.45875,28
-6.373017,39.459778,3
-6.373039,39.458684,3
-6.373051,39.458618,32
-6.372985,39.459689,4
-6.372982,39.45974,5
-6.372939,39.459637,6
-6.372933,39.45968,7
-6.37289,39.459582,8
-6.372829,39.459572,9
-6.37857,39.479266,1
-6.378934,39.479109,1
-6.379124,39.478912,11
-6.379029,39.479048,12
-6.379259,39.478826,13
-6.379088,39.47901,14
-6.379221,39.478923,16
-6.378675,39.4792,1A
-6.37859,39.479333,2
-6.378757,39.479144,3
-6.378691,39.479266,4
-6.378854,39.479082,5
-6.378766,39.47922,6
-6.378954,39.479017,7
-6.378851,39.479163,8
-6.379015,39.478978,9
-6.375043,39.478263,1
-6.374938,39.478594,1
-6.375009,39.478725,11
-6.374943,39.478696,12
-6.375006,39.478787,13
-6.375002,39.478816,13B
-6.375004,39.478881,15
-6.374979,39.47816,2
-6.374971,39.478239,2A
-6.375037,39.478343,3
-6.37495,39.478372,4
-6.375023,39.478517,5
-6.374934,39.478482,6
-6.375018,39.478614,7
-6.374921,39.478576,8
-6.375015,39.478661,9
-6.375012,39.478689,9A
-6.53154,39.469799,1
-6.531272,39.470008,1
-6.531193,39.470072,11
-6.531177,39.470084,12
-6.531161,39.470094,13
-6.531146,39.470106,14
-6.531065,39.470169,15
-6.531048,39.470182,16
-6.531034,39.470194,17
-6.531021,39.470205,18
-6.530938,39.470271,19
-6.531525,39.46981,2
-6.530923,39.470281,2
-6.531442,39.469876,3
-6.531428,39.469887,4
-6.531411,39.4699,5
-6.531395,39.469912,6
-6.531317,39.469974,7
-6.5313,39.469988,8
-6.531286,39.469998,9
-6.37061,39.474428,1
-6.371238,39.473806,1
-6.371657,39.47342,11
-6.371473,39.473615,12
-6.371568,39.473531,16
-6.371636,39.473461,18
-6.370807,39.474356,2
-6.370902,39.474166,3
-6.37084,39.474314,4
-6.371064,39.473943,5
-6.370868,39.474271,6
-6.371161,39.473859,8
-6.371248,39.473716,9
-6.350203,39.378161,1
-6.349524,39.377223,11
-6.349445,39.37724,13
-6.349155,39.377033,15
-6.34895,39.377002,17
-6.348749,39.376972,19
-6.348545,39.376942,21
-6.348339,39.376918,23
-6.34997,39.377563,3
-6.349908,39.377383,5
-6.349866,39.377246,7
-6.349766,39.377219,9
-6.378917,39.467195,1
-6.378788,39.466988,2
-6.378402,39.466961,3
-6.378566,39.46688,4
-6.378249,39.466892,5
-6.378316,39.466774,6
-6.378049,39.479539,1
-6.378304,39.479696,11
-6.378118,39.479603,12
-6.378351,39.479735,13
-6.37838,39.479766,13A
-6.378192,39.479678,14
-6.378446,39.479829,15
-6.378266,39.479746,16
-6.378309,39.479788,18
-6.378336,39.479813,18A
-6.377549,39.479071,2
-6.377659,39.479174,2A
-6.377984,39.479392,3
-6.377734,39.479241,4
-6.378098,39.4795,5
-6.378114,39.479516,5A
-6.377906,39.479401,6
-6.378168,39.479567,7
-6.377979,39.479471,8
-6.378238,39.47963,9
-6.376,39.465921,1
-6.374925,39.466636,12
-6.375068,39.466556,14
-6.373289,39.467561,2
-6.376261,39.465778,3
-6.373813,39.467248,4
-6.374365,39.466944,6
-6.374665,39.466779,8
-6.379554,39.468671,1
-6.379664,39.468529,2
-6.379643,39.468209,4
-6.3734,39.473041,1
-6.373458,39.472592,1
-6.373424,39.472428,11
-6.373457,39.472548,12
-6.373461,39.472468,14
-6.37347,39.472367,16
-6.373462,39.472963,2
-6.373414,39.472914,3
-6.373456,39.472834,4
-6.37342,39.47276,5
-6.373459,39.472739,6
-6.373424,39.472616,7
-6.373459,39.472639,8
-6.37343,39.472523,9
-6.39288,39.196127,1
-6.393186,39.195784,1
-6.393117,39.19569,11
-6.393215,39.195737,12
-6.39319,39.195568,13
-6.393291,39.195611,14
-6.392949,39.196132,2
-6.392909,39.196025,3
-6.392982,39.195913,5
-6.393085,39.195954,6
-6.393001,39.195881,7
-6.393112,39.195911,8
-6.393085,39.195739,9
-6.378635,39.479921,1
-6.379415,39.479688,11
-6.379516,39.479883,12
-6.379496,39.479615,13
-6.379607,39.479519,15
-6.380028,39.479409,16
-6.378801,39.479965,2
-6.378831,39.479901,3
-6.378906,39.479952,4
-6.378902,39.479892,5
-6.379014,39.479939,6
-6.379102,39.479868,7
-6.379133,39.479927,8
-6.37923,39.479844,9
-6.379273,39.479802,9A
-6.379361,39.47973,9B
-6.369605,39.461476,1
-6.369285,39.4615,1
-6.369297,39.461529,10A
-6.369319,39.461574,12
-6.369345,39.461622,14
-6.3692,39.461059,2
-6.369163,39.461268,2B
-6.369181,39.461312,4
-6.369213,39.461371,6
-6.369256,39.461451,8
-6.379517,39.470576,1
-6.380363,39.469917,11
-6.380562,39.46984,13
-6.380789,39.469789,15
-6.381037,39.469782,17
-6.379604,39.47046,3
-6.379794,39.470396,4
-6.379629,39.470221,5
-6.380362,39.470048,6
-6.380206,39.469982,9
-6.393516,39.195554,2
-6.348532,39.378417,1
-6.349215,39.378591,1
-6.349527,39.378498,11
-6.349418,39.378621,12
-6.349724,39.378535,13
-6.349623,39.378656,14
-6.349906,39.378497,15
-6.349802,39.37862,16
-6.350095,39.378459,17
-6.34988,39.378608,18
-6.350265,39.378425,19
-6.348424,39.37854,2
-6.349982,39.378587,2
-6.348711,39.37838,3
-6.348608,39.378499,4
-6.348914,39.378414,5
-6.348801,39.378534,6
-6.349108,39.378441,7
-6.349009,39.378559,8
-6.349324,39.378472,9
-6.391924,39.195886,1
-6.392264,39.195462,1
-6.392297,39.195277,11
-6.392321,39.195371,12
-6.39238,39.195279,14
-6.39205,39.195822,2
-6.392003,39.195762,3
-6.392098,39.195743,4
-6.392072,39.195641,5
-6.39216,39.195637,6
-6.392151,39.195516,7
-6.392208,39.195555,8
-6.392226,39.195395,9
-6.378862,39.479591,1
-6.379264,39.479406,1
-6.379302,39.479302,11
-6.379352,39.479348,12
-6.379405,39.479237,13
-6.379409,39.479309,14
-6.378905,39.479643,2
-6.37895,39.479533,3
-6.378979,39.479594,4
-6.379024,39.479562,4A
-6.379018,39.47949,5
-6.379058,39.479461,5A
-6.379062,39.479537,6
-6.37914,39.479409,7
-6.379174,39.479463,8
-6.379189,39.479381,9
-6.374514,39.462072,2
-6.374779,39.462055,4
-6.377143,39.479713,1
-6.377019,39.479512,11
-6.377201,39.479767,12
-6.377085,39.479573,13
-6.377276,39.479844,14
-6.377155,39.47964,15
-6.37723,39.47971,17
-6.377274,39.479754,19
-6.377343,39.479816,21
-6.377453,39.479923,23
-6.377502,39.47997,25
-6.376811,39.479314,3
-6.376752,39.479335,4
-6.376877,39.479378,5
-6.376849,39.479427,6
-6.376929,39.479425,7
-6.376904,39.479484,8
-6.376977,39.479471,9
-6.37126,39.471648,1
-6.370908,39.471572,1
-6.370857,39.471586,11
-6.370809,39.471544,12
-6.370733,39.471571,13
-6.370738,39.471505,14
